Scaffold,Length,NewChr,NewStart,NewEnd,NewOrientation,OldChr,OldStart,OldEnd
458,17509,Un,15167064,15184572,unknown,Un,50713403,50730911
464,17505,Un,15185573,15203077,unknown,Un,50824406,50841910
488,17505,Un,15204078,15221582,unknown,Un,51293829,51311333
454,17414,Un,15222583,15239996,unknown,Un,50638766,50656179
455,17412,Un,15240997,15258408,unknown,Un,50657180,50674591
456,17403,Un,15259409,15276811,unknown,Un,50675592,50692994
465,17402,Un,15277812,15295213,unknown,Un,50842911,50860312
459,17370,Un,15296214,15313583,unknown,Un,50731912,50749281
460,17341,Un,15314584,15331924,unknown,Un,50750282,50767622
474,17336,Un,15332925,15350260,unknown,Un,51008660,51025995
511,17336,Un,15351261,15368596,unknown,Un,51688524,51705859
463,17316,Un,15369597,15386912,unknown,Un,50806090,50823405
501,17160,Un,15387913,15405072,unknown,Un,51519186,51536345
472,17099,Un,15406073,15423171,unknown,Un,50972612,50989710
468,17081,Un,15424172,15441252,unknown,Un,50899409,50916489
469,17055,Un,15442253,15459307,unknown,Un,50917490,50934544
470,17046,Un,15460308,15477353,unknown,Un,50935545,50952590
505,17024,Un,15478354,15495377,unknown,Un,51587326,51604349
487,16965,Un,15496378,15513342,unknown,Un,51275864,51292828
473,16949,Un,15514343,15531291,unknown,Un,50990711,51007659
478,16888,Un,15532292,15549179,unknown,Un,51115257,51132144
491,16797,Un,15550180,15566976,unknown,Un,51346993,51363789
579,16788,Un,15567977,15584764,unknown,Un,52804385,52821172
485,16745,Un,15585765,15602509,unknown,Un,51240817,51257561
475,16729,Un,15603510,15620238,unknown,Un,51026996,51043724
513,16679,Un,15621239,15637917,unknown,Un,51723880,51740558
477,16670,Un,15638918,15655587,unknown,Un,51097587,51114256
479,16579,Un,15656588,15673166,unknown,Un,51133145,51149723
543,16576,Un,15674167,15690742,unknown,Un,52217042,52233617
494,16559,Un,15691743,15708301,unknown,Un,51399458,51416016
496,16511,Un,15709302,15725812,unknown,Un,51434235,51450745
492,16485,Un,15726813,15743297,unknown,Un,51364790,51381274
483,16484,Un,15744298,15760781,unknown,Un,51205987,51222470
482,16459,Un,15761782,15778240,unknown,Un,51188528,51204986
484,16346,Un,15779241,15795586,unknown,Un,51223471,51239816
489,16334,Un,15796587,15812920,unknown,Un,51312334,51328667
490,16325,Un,15813921,15830245,unknown,Un,51329668,51345992
486,16302,Un,15831246,15847547,unknown,Un,51258562,51274863
495,16218,Un,15848548,15864765,unknown,Un,51417017,51433234
522,16208,Un,15865766,15881973,unknown,Un,51873570,51889777
493,16183,Un,15882974,15899156,unknown,Un,51382275,51398457
512,16020,Un,15900157,15916176,unknown,Un,51706860,51722879
498,15992,Un,15917177,15933168,unknown,Un,51468661,51484652
514,15921,Un,15934169,15950089,unknown,Un,51741559,51757479
497,15915,Un,15951090,15967004,unknown,Un,51451746,51467660
509,15905,Un,15968005,15983909,unknown,Un,51655187,51671091
619,15890,Un,15984910,16000799,unknown,Un,53378983,53394872
519,15841,Un,16001800,16017640,unknown,Un,51824068,51839908
539,15820,Un,16018641,16034460,unknown,Un,52148960,52164779
499,15786,Un,16035461,16051246,unknown,Un,51485653,51501438
507,15749,Un,16052247,16067995,unknown,Un,51621922,51637670
500,15747,Un,16068996,16084742,unknown,Un,51502439,51518185
502,15731,Un,16085743,16101473,unknown,Un,51537346,51553076
515,15731,Un,16102474,16118204,unknown,Un,51758480,51774210
573,15716,Un,16119205,16134920,unknown,Un,52712384,52728099
503,15651,Un,16135921,16151571,unknown,Un,51554077,51569727
551,15634,Un,16152572,16168205,unknown,Un,52343790,52359423
526,15632,Un,16169206,16184837,unknown,Un,51939363,51954994
504,15598,Un,16185838,16201435,unknown,Un,51570728,51586325
506,15572,Un,16202436,16218007,unknown,Un,51605350,51620921
508,15516,Un,16219008,16234523,unknown,Un,51638671,51654186
520,15499,Un,16235524,16251022,unknown,Un,51840909,51856407
510,15432,Un,16252023,16267454,unknown,Un,51672092,51687523
525,15430,Un,16268455,16283884,unknown,Un,51922933,51938362
535,15317,Un,16284885,16300201,unknown,Un,52084572,52099888
516,15299,Un,16301202,16316500,unknown,Un,51775211,51790509
527,15296,Un,16317501,16332796,unknown,Un,51955995,51971290
532,15293,Un,16333797,16349089,unknown,Un,52036434,52051726
517,15288,Un,16350090,16365377,unknown,Un,51791510,51806797
536,15275,Un,16366378,16381652,unknown,Un,52100889,52116163
518,15270,Un,16382653,16397922,unknown,Un,51807798,51823067
521,15162,Un,16398923,16414084,unknown,Un,51857408,51872569
531,15119,Un,16415085,16430203,unknown,Un,52020315,52035433
618,15103,Un,16431204,16446306,unknown,Un,53362880,53377982
528,15092,Un,16447307,16462398,unknown,Un,51972291,51987382
523,15084,Un,16463399,16478482,unknown,Un,51890778,51905861
524,15071,Un,16479483,16494553,unknown,Un,51906862,51921932
537,15023,Un,16495554,16510576,unknown,Un,52117164,52132186
529,14968,Un,16511577,16526544,unknown,Un,51988383,52003350
530,14964,Un,16527545,16542508,unknown,Un,52004351,52019314
544,14962,Un,16543509,16558470,unknown,Un,52234618,52249579
534,14934,Un,16559471,16574404,unknown,Un,52068638,52083571
533,14911,Un,16575405,16590315,unknown,Un,52052727,52067637
574,14797,Un,16591316,16606112,unknown,Un,52729100,52743896
553,14792,Un,16607113,16621904,unknown,Un,52375981,52390772
538,14773,Un,16622905,16637677,unknown,Un,52133187,52147959
568,14761,Un,16638678,16653438,unknown,Un,52637851,52652611
540,14750,Un,16654439,16669188,unknown,Un,52165780,52180529
542,14746,Un,16670189,16684934,unknown,Un,52201296,52216041
549,14731,Un,16685935,16700665,unknown,Un,52312740,52327470
628,14684,Un,16701666,16716349,unknown,Un,53505456,53520139
545,14636,Un,16717350,16731985,unknown,Un,52250580,52265215
546,14609,Un,16732986,16747594,unknown,Un,52266216,52280824
565,14584,Un,16748595,16763178,unknown,Un,52592282,52606865
552,14557,Un,16764179,16778735,unknown,Un,52360424,52374980
607,14555,Un,16779736,16794290,unknown,Un,53208298,53222852
547,14544,Un,16795291,16809834,unknown,Un,52281825,52296368
577,14443,Un,16810835,16825277,unknown,Un,52774066,52788508
548,14371,Un,16826278,16840648,unknown,Un,52297369,52311739
555,14361,Un,16841649,16856009,unknown,Un,52407082,52421442
558,14324,Un,16857010,16871333,unknown,Un,52483688,52498011
550,14319,Un,16872334,16886652,unknown,Un,52328471,52342789
554,14309,Un,16887653,16901961,unknown,Un,52391773,52406081
738,14295,Un,16902962,16917256,unknown,Un,54920178,54934472
559,14118,Un,16918257,16932374,unknown,Un,52499012,52513129
566,14023,Un,16933375,16947397,unknown,Un,52607866,52621888
556,14013,Un,16948398,16962410,unknown,Un,52422443,52436455
567,13962,Un,16963411,16977372,unknown,Un,52622889,52636850
560,13947,Un,16978373,16992319,unknown,Un,52514130,52528076
602,13934,Un,16993320,17007253,unknown,Un,53136890,53150823
561,13916,Un,17008254,17022169,unknown,Un,52529077,52542992
563,13888,Un,17023170,17037057,unknown,Un,52562525,52576412
578,13876,Un,17038058,17051933,unknown,Un,52789509,52803384
564,13869,Un,17052934,17066802,unknown,Un,52577413,52591281
588,13732,Un,17067803,17081534,unknown,Un,52937647,52951378
569,13703,Un,17082535,17096237,unknown,Un,52653612,52667314
570,13700,Un,17097238,17110937,unknown,Un,52668315,52682014
571,13690,Un,17111938,17125627,unknown,Un,52683015,52696704
584,13680,Un,17126628,17140307,unknown,Un,52879782,52893461
572,13679,Un,17141308,17154986,unknown,Un,52697705,52711383
575,13586,Un,17155987,17169572,unknown,Un,52744897,52758482
650,13586,Un,17170573,17184158,unknown,Un,53802744,53816329
576,13583,Un,17185159,17198741,unknown,Un,52759483,52773065
698,13552,Un,17199742,17213293,unknown,Un,54437498,54451049
587,13456,Un,17214294,17227749,unknown,Un,52923191,52936646
580,13416,Un,17228750,17242165,unknown,Un,52822173,52835588
581,13404,Un,17243166,17256569,unknown,Un,52836589,52849992
667,13404,Un,17257570,17270973,unknown,Un,54028748,54042151
582,13398,Un,17271974,17285371,unknown,Un,52850993,52864390
583,13391,Un,17286372,17299762,unknown,Un,52865391,52878781
779,13391,Un,17300763,17314153,unknown,Un,55389046,55402436
605,13383,Un,17315154,17328536,unknown,Un,53179954,53193336
585,13368,Un,17329537,17342904,unknown,Un,52894462,52907829
586,13361,Un,17343905,17357265,unknown,Un,52908830,52922190
640,13359,Un,17358266,17371624,unknown,Un,53668723,53682081
589,13339,Un,17372625,17385963,unknown,Un,52952379,52965717
593,13332,Un,17386964,17400295,unknown,Un,53009594,53022925
590,13326,Un,17401296,17414621,unknown,Un,52966718,52980043
591,13301,Un,17415622,17428922,unknown,Un,52981044,52994344
664,13272,Un,17429923,17443194,unknown,Un,53988298,54001569
592,13249,Un,17444195,17457443,unknown,Un,52995345,53008593
616,13222,Un,17458444,17471665,unknown,Un,53334934,53348155
594,13213,Un,17472666,17485878,unknown,Un,53023926,53037138
595,13208,Un,17486879,17500086,unknown,Un,53038139,53051346
596,13196,Un,17501087,17514282,unknown,Un,53052347,53065542
599,13152,Un,17515283,17528434,unknown,Un,53094667,53107818
604,13148,Un,17529435,17542582,unknown,Un,53165806,53178953
1536,13110,Un,17543583,17556692,unknown,Un,61362787,61375896
597,13069,Un,17557693,17570761,unknown,Un,53066543,53079611
598,13055,Un,17571762,17584816,unknown,Un,53080612,53093666
600,13039,Un,17585817,17598855,unknown,Un,53108819,53121857
601,13032,Un,17599856,17612887,unknown,Un,53122858,53135889
613,13000,Un,17613888,17626887,unknown,Un,53293363,53306362
603,12982,Un,17627888,17640869,unknown,Un,53151824,53164805
606,12961,Un,17641870,17654830,unknown,Un,53194337,53207297
608,12939,Un,17655831,17668769,unknown,Un,53223853,53236791
609,12925,Un,17669770,17682694,unknown,Un,53237792,53250716
626,12918,Un,17683695,17696612,unknown,Un,53477959,53490876
610,12897,Un,17697613,17710509,unknown,Un,53251717,53264613
611,12890,Un,17711510,17724399,unknown,Un,53265614,53278503
612,12859,Un,17725400,17738258,unknown,Un,53279504,53292362
614,12797,Un,17739259,17752055,unknown,Un,53307363,53320159
771,12779,Un,17753056,17765834,unknown,Un,55297932,55310710
615,12774,Un,17766835,17779608,unknown,Un,53321160,53333933
623,12768,Un,17780609,17793376,unknown,Un,53436914,53449681
617,12724,Un,17794377,17807100,unknown,Un,53349156,53361879
620,12682,Un,17808101,17820782,unknown,Un,53395873,53408554
621,12681,Un,17821783,17834463,unknown,Un,53409555,53422235
622,12678,Un,17835464,17848141,unknown,Un,53423236,53435913
624,12659,Un,17849142,17861800,unknown,Un,53450682,53463340
660,12643,Un,17862801,17875443,unknown,Un,53935591,53948233
625,12618,Un,17876444,17889061,unknown,Un,53464341,53476958
627,12579,Un,17890062,17902640,unknown,Un,53491877,53504455
780,12545,Un,17903641,17916185,unknown,Un,55403437,55415981
629,12539,Un,17917186,17929724,unknown,Un,53521140,53533678
631,12536,Un,17930725,17943260,unknown,Un,53548211,53560746
630,12532,Un,17944261,17956792,unknown,Un,53534679,53547210
682,12468,Un,17957793,17970260,unknown,Un,54236117,54248584
645,12462,Un,17971261,17983722,unknown,Un,53736477,53748938
643,12438,Un,17984723,17997160,unknown,Un,53709683,53722120
632,12429,Un,17998161,18010589,unknown,Un,53561747,53574175
633,12411,Un,18011590,18024000,unknown,Un,53575176,53587586
652,12410,Un,18025001,18037410,unknown,Un,53830463,53842872
634,12402,Un,18038411,18050812,unknown,Un,53588587,53600988
635,12389,Un,18051813,18064201,unknown,Un,53601989,53614377
644,12356,Un,18065202,18077557,unknown,Un,53723121,53735476
636,12352,Un,18078558,18090909,unknown,Un,53615378,53627729
637,12349,Un,18091910,18104258,unknown,Un,53628730,53641078
638,12327,Un,18105259,18117585,unknown,Un,53642079,53654405
639,12317,Un,18118586,18130902,unknown,Un,53655406,53667722
641,12313,Un,18131903,18144215,unknown,Un,53683082,53695394
642,12288,Un,18145216,18157503,unknown,Un,53696395,53708682
669,12265,Un,18158504,18170768,unknown,Un,54055915,54068179
665,12257,Un,18171769,18184025,unknown,Un,54002570,54014826
646,12227,Un,18185026,18197252,unknown,Un,53749939,53762165
647,12225,Un,18198253,18210477,unknown,Un,53763166,53775390
648,12202,Un,18211478,18223679,unknown,Un,53776391,53788592
654,12188,Un,18224680,18236867,unknown,Un,53856989,53869176
685,12174,Un,18237868,18250041,unknown,Un,54275022,54287195
807,12164,Un,18251042,18263205,unknown,Un,55702795,55714958
649,12151,Un,18264206,18276356,unknown,Un,53789593,53801743
659,12142,Un,18277357,18289498,unknown,Un,53922449,53934590
651,12133,Un,18290499,18302631,unknown,Un,53817330,53829462
653,12116,Un,18303632,18315747,unknown,Un,53843873,53855988
873,12105,Un,18316748,18328852,unknown,Un,56427819,56439923
655,12085,Un,18329853,18341937,unknown,Un,53870177,53882261
656,12070,Un,18342938,18355007,unknown,Un,53883262,53895331
657,12065,Un,18356008,18368072,unknown,Un,53896332,53908396
658,12052,Un,18369073,18381124,unknown,Un,53909397,53921448
661,12028,Un,18382125,18394152,unknown,Un,53949234,53961261
662,12019,Un,18395153,18407171,unknown,Un,53962262,53974280
663,12017,Un,18408172,18420188,unknown,Un,53975281,53987297
703,11964,Un,18421189,18433152,unknown,Un,54502086,54514049
684,11932,Un,18434153,18446084,unknown,Un,54262090,54274021
700,11923,Un,18447085,18459007,unknown,Un,54464297,54476219
666,11921,Un,18460008,18471928,unknown,Un,54015827,54027747
668,11763,Un,18472929,18484691,unknown,Un,54043152,54054914
670,11722,Un,18485692,18497413,unknown,Un,54069180,54080901
734,11698,Un,18498414,18510111,unknown,Un,54872246,54883943
692,11697,Un,18511112,18522808,unknown,Un,54363033,54374729
884,11686,Un,18523809,18535494,unknown,Un,56539298,56550983
671,11683,Un,18536495,18548177,unknown,Un,54081902,54093584
686,11680,Un,18549178,18560857,unknown,Un,54288196,54299875
673,11660,Un,18561858,18573517,unknown,Un,54135189,54146848
674,11639,Un,18574518,18586156,unknown,Un,54147849,54159487
675,11631,Un,18587157,18598787,unknown,Un,54160488,54172118
676,11629,Un,18599788,18611416,unknown,13,20071502,20083130
677,11626,Un,18612417,18624042,unknown,Un,54173119,54184744
678,11623,Un,18625043,18636665,unknown,Un,54185745,54197367
679,11622,Un,18637666,18649287,unknown,Un,54198368,54209989
701,11606,Un,18650288,18661893,unknown,Un,54477220,54488825
680,11578,Un,18662894,18674471,unknown,Un,54210990,54222567
687,11569,Un,18675472,18687040,unknown,Un,54300876,54312444
681,11549,Un,18688041,18699589,unknown,Un,54223568,54235116
683,11505,Un,18700590,18712094,unknown,Un,54249585,54261089
693,11505,Un,18713095,18724599,unknown,Un,54375730,54387234
688,11446,Un,18725600,18737045,unknown,Un,54313445,54324890
689,11438,Un,18738046,18749483,unknown,Un,54325891,54337328
696,11404,Un,18750484,18761887,unknown,Un,54412832,54424235
971,11397,Un,18762888,18774284,unknown,Un,57347275,57358671
690,11360,Un,18775285,18786644,unknown,Un,54338329,54349688
691,11344,Un,18787645,18798988,unknown,Un,54350689,54362032
694,11307,Un,18799989,18811295,unknown,Un,54388235,54399541
695,11290,Un,18812296,18823585,unknown,Un,54400542,54411831
697,11262,Un,18824586,18835847,unknown,Un,54425236,54436497
702,11260,Un,18836848,18848107,unknown,Un,54489826,54501085
1003,11251,Un,18849108,18860358,unknown,Un,57637753,57649003
699,11247,Un,18861359,18872605,unknown,Un,54452050,54463296
809,11237,Un,18873606,18884842,unknown,Un,55760221,55771457
818,11227,Un,18885843,18897069,unknown,Un,55860316,55871542
704,11145,Un,18898070,18909214,unknown,Un,54515050,54526194
706,11134,Un,18910215,18921348,unknown,Un,54539260,54550393
787,11131,Un,18922349,18933479,unknown,Un,55482339,55493469
752,11086,Un,18934480,18945565,unknown,Un,55085013,55096098
795,11078,Un,18946566,18957643,unknown,Un,55571561,55582638
705,11065,Un,18958644,18969708,unknown,Un,54527195,54538259
707,11016,Un,18970709,18981724,unknown,Un,54551394,54562409
708,11004,Un,18982725,18993728,unknown,Un,54563410,54574413
709,11001,Un,18994729,19005729,unknown,Un,54575414,54586414
710,10985,Un,19006730,19017714,unknown,Un,54587415,54598399
735,10985,Un,19018715,19029699,unknown,Un,54884944,54895928
711,10982,Un,19030700,19041681,unknown,Un,54599400,54610381
719,10976,Un,19042682,19053657,unknown,Un,54695003,54705978
712,10971,Un,19054658,19065628,unknown,Un,54611382,54622352
731,10966,Un,19066629,19077594,unknown,Un,54836822,54847787
713,10962,Un,19078595,19089556,unknown,Un,54623353,54634314
714,10962,Un,19090557,19101518,unknown,Un,54635315,54646276
715,10955,Un,19102519,19113473,unknown,Un,54647277,54658231
816,10948,Un,19114474,19125421,unknown,Un,55837887,55848834
716,10934,Un,19126422,19137355,unknown,Un,54659232,54670165
717,10925,Un,19138356,19149280,unknown,Un,54671166,54682090
724,10918,Un,19150281,19161198,unknown,Un,54754349,54765266
743,10915,Un,19162199,19173113,unknown,Un,54981781,54992695
718,10912,Un,19174114,19185025,unknown,Un,54683091,54694002
992,10906,Un,19186026,19196931,unknown,Un,57538156,57549061
720,10864,Un,19197932,19208795,unknown,Un,54706979,54717842
728,10845,Un,19209796,19220640,unknown,Un,54801561,54812405
721,10844,Un,19221641,19232484,unknown,Un,54718843,54729686
722,10837,Un,19233485,19244321,unknown,Un,54730687,54741523
723,10825,Un,19245322,19256146,unknown,Un,54742524,54753348
869,10815,Un,19257147,19267961,unknown,Un,56386130,56396944
841,10810,Un,19268962,19279771,unknown,Un,56101694,56112503
733,10772,Un,19280772,19291543,unknown,Un,54860474,54871245
725,10771,Un,19292544,19303314,unknown,Un,54766267,54777037
726,10763,Un,19304315,19315077,unknown,Un,54778038,54788800
727,10760,Un,19316078,19326837,unknown,Un,54789801,54800560
796,10740,Un,19327838,19338577,unknown,Un,55583639,55594378
729,10711,Un,19339578,19350288,unknown,Un,54813406,54824116
730,10705,Un,19351289,19361993,unknown,Un,54825117,54835821
732,10686,Un,19362994,19373679,unknown,Un,54848788,54859473
741,10672,Un,19374680,19385351,unknown,Un,54958635,54969306
902,10654,Un,19386352,19397005,unknown,Un,56715000,56725653
736,10632,Un,19398006,19408637,unknown,Un,54896929,54907560
811,10630,Un,19409638,19420267,unknown,Un,55783008,55793637
737,10617,Un,19421268,19431884,unknown,Un,54908561,54919177
788,10615,Un,19432885,19443499,unknown,Un,55494470,55505084
739,10584,Un,19444500,19455083,unknown,Un,54935473,54946056
740,10578,Un,19456084,19466661,unknown,Un,54947057,54957634
799,10524,Un,19467662,19478185,unknown,Un,55616678,55627201
749,10519,Un,19479186,19489704,unknown,Un,55050816,55061334
755,10488,Un,19490705,19501192,unknown,Un,55119703,55130190
742,10474,Un,19502193,19512666,unknown,Un,54970307,54980780
744,10471,Un,19513667,19524137,unknown,Un,54993696,55004166
745,10438,Un,19525138,19535575,unknown,Un,55005167,55015604
746,10434,Un,19536576,19547009,unknown,Un,55016605,55027038
747,10393,Un,19548010,19558402,unknown,Un,55028039,55038431
748,10384,Un,19559403,19569786,unknown,Un,55039432,55049815
815,10361,Un,19570787,19581147,unknown,Un,55826526,55836886
750,10342,Un,19582148,19592489,unknown,Un,55062335,55072676
751,10336,Un,19593490,19603825,unknown,Un,55073677,55084012
753,10304,Un,19604826,19615129,unknown,Un,55097099,55107402
754,10300,Un,19616130,19626429,unknown,Un,55108403,55118702
773,10254,Un,19627430,19637683,unknown,Un,55322720,55332973
756,10247,Un,19638684,19648930,unknown,Un,55131191,55141437
757,10208,Un,19649931,19660138,unknown,Un,55142438,55152645
758,10201,Un,19661139,19671339,unknown,Un,55153646,55163846
792,10195,Un,19672340,19682534,unknown,Un,55538936,55549130
759,10187,Un,19683535,19693721,unknown,Un,55164847,55175033
909,10186,Un,19694722,19704907,unknown,Un,56784133,56794318
760,10150,Un,19705908,19716057,unknown,Un,55176034,55186183
761,10144,Un,19717058,19727201,unknown,Un,55187184,55197327
776,10133,Un,19728202,19738334,unknown,Un,55355937,55366069
762,10128,Un,19739335,19749462,unknown,Un,55198328,55208455
960,10119,Un,19750463,19760581,unknown,Un,57255761,57265879
789,10117,Un,19761582,19771698,unknown,Un,55506085,55516201
763,10105,Un,19772699,19782803,unknown,Un,55209456,55219560
764,10089,Un,19783804,19793892,unknown,Un,55220561,55230649
765,10070,Un,19794893,19804962,unknown,Un,55231650,55241719
766,10062,Un,19805963,19816024,unknown,Un,55242720,55252781
767,10054,Un,19817025,19827078,unknown,Un,55253782,55263835
777,10053,Un,19828079,19838131,unknown,Un,55367070,55377122
836,10045,Un,19839132,19849176,unknown,Un,56049831,56059875
768,10038,Un,19850177,19860214,unknown,Un,55264836,55274873
769,10029,Un,19861215,19871243,unknown,Un,55275874,55285902
770,10029,Un,19872244,19882272,unknown,Un,55286903,55296931
772,10009,Un,19883273,19893281,unknown,Un,55311711,55321719
786,9999,Un,19894282,19904280,unknown,Un,55471340,55481338
774,9987,Un,19905281,19915267,unknown,Un,55333974,55343960
791,9984,Un,19916268,19926251,unknown,Un,55527952,55537935
775,9976,Un,19927252,19937227,unknown,Un,55344961,55354936
781,9961,Un,19938228,19948188,unknown,Un,55416982,55426942
824,9957,Un,19949189,19959145,unknown,Un,55924806,55934762
783,9937,Un,19960146,19970082,unknown,Un,55438784,55448720
802,9935,Un,19971083,19981017,unknown,Un,55649479,55659413
778,9923,Un,19982018,19991940,unknown,Un,55378123,55388045
855,9893,Un,19992941,20002833,unknown,Un,56245498,56255390
782,9841,Un,20003834,20013674,unknown,Un,55427943,55437783
813,9840,Un,20014675,20024514,unknown,Un,55805184,55815023
784,9814,Un,20025515,20035328,unknown,Un,55449721,55459534
785,9805,Un,20036329,20046133,unknown,Un,55460535,55470339
790,9750,Un,20047134,20056883,unknown,Un,55517202,55526951
793,9715,Un,20057884,20067598,unknown,Un,55550131,55559845
794,9715,Un,20068599,20078313,unknown,Un,55560846,55570560
797,9659,Un,20079314,20088972,unknown,Un,55595379,55605037
854,9657,Un,20089973,20099629,unknown,Un,56234841,56244497
798,9640,Un,20100630,20110269,unknown,Un,55606038,55615677
800,9639,Un,20111270,20120908,unknown,Un,55628202,55637840
801,9638,Un,20121909,20131546,unknown,Un,55638841,55648478
803,9612,Un,20132547,20142158,unknown,Un,55660414,55670025
804,9603,Un,20143159,20152761,unknown,Un,55671026,55680628
805,9587,Un,20153762,20163348,unknown,Un,55681629,55691215
806,9579,Un,20164349,20173927,unknown,Un,55692216,55701794
810,9550,Un,20174928,20184477,unknown,Un,55772458,55782007
812,9546,Un,20185478,20195023,unknown,Un,55794638,55804183
832,9526,Un,20196024,20205549,unknown,Un,56008438,56017963
814,9502,Un,20206550,20216051,unknown,Un,55816024,55825525
817,9481,Un,20217052,20226532,unknown,Un,55849835,55859315
819,9468,Un,20227533,20237000,unknown,Un,55872543,55882010
820,9455,Un,20238001,20247455,unknown,Un,55883011,55892465
821,9454,Un,20248456,20257909,unknown,Un,55893466,55902919
822,9445,Un,20258910,20268354,unknown,Un,55903920,55913364
823,9441,Un,20269355,20278795,unknown,Un,55914365,55923805
825,9425,Un,20279796,20289220,unknown,Un,55935763,55945187
826,9400,Un,20290221,20299620,unknown,Un,55946188,55955587
856,9399,Un,20300621,20310019,unknown,Un,56256391,56265789
827,9391,Un,20311020,20320410,unknown,Un,55956588,55965978
828,9389,Un,20321411,20330799,unknown,Un,55966979,55976367
976,9372,Un,20331800,20341171,unknown,Un,57396224,57405595
829,9366,Un,20342172,20351537,unknown,Un,55977368,55986733
830,9359,Un,20352538,20361896,unknown,Un,55987734,55997092
831,9345,Un,20362897,20372241,unknown,Un,55998093,56007437
833,9314,Un,20373242,20382555,unknown,Un,56018964,56028277
834,9280,Un,20383556,20392835,unknown,Un,56029278,56038557
835,9273,Un,20393836,20403108,unknown,Un,56039558,56048830
837,9250,Un,20404109,20413358,unknown,Un,56060876,56070125
846,9249,Un,20414359,20423607,unknown,Un,56154086,56163334
838,9218,Un,20424608,20433825,unknown,Un,56071126,56080343
839,9195,Un,20434826,20444020,unknown,Un,56081344,56090538
845,9188,Un,20445021,20454208,unknown,Un,56143898,56153085
848,9158,Un,20455209,20464366,unknown,Un,56174399,56183556
840,9155,Un,20465367,20474521,unknown,Un,56091539,56100693
842,9138,Un,20475522,20484659,unknown,Un,56113504,56122641
871,9133,Un,20485660,20494792,unknown,Un,56407823,56416955
843,9132,Un,20495793,20504924,unknown,Un,56123642,56132773
874,9126,Un,20505925,20515050,unknown,Un,56440924,56450049
844,9124,Un,20516051,20525174,unknown,Un,56133774,56142897
853,9124,Un,20526175,20535298,unknown,Un,56224717,56233840
993,9105,Un,20536299,20545403,unknown,Un,57550062,57559166
1024,9073,Un,20546404,20555476,unknown,Un,57822465,57831537
847,9064,Un,20556477,20565540,unknown,Un,56164335,56173398
849,9050,Un,20566541,20575590,unknown,Un,56184557,56193606
850,9044,Un,20576591,20585634,unknown,Un,56194607,56203650
1184,9039,Un,20586635,20595673,unknown,Un,59094778,59103816
851,9036,Un,20596674,20605709,unknown,Un,56204651,56213686
852,9030,Un,20606710,20615739,unknown,Un,56214687,56223716
880,8993,Un,20616740,20625732,unknown,Un,56500073,56509065
857,8983,Un,20626733,20635715,unknown,Un,56266790,56275772
858,8980,Un,20636716,20645695,unknown,Un,56276773,56285752
859,8966,Un,20646696,20655661,unknown,Un,56286753,56295718
860,8965,Un,20656662,20665626,unknown,Un,56296719,56305683
1691,8963,Un,20666627,20675589,unknown,Un,62108744,62117706
1010,8962,Un,20676590,20685551,unknown,Un,57701289,57710250
861,8961,Un,20686552,20695512,unknown,Un,56306684,56315644
862,8954,Un,20696513,20705466,unknown,Un,56316645,56325598
863,8947,Un,20706467,20715413,unknown,Un,56326599,56335545
907,8934,Un,20716414,20725347,unknown,Un,56764765,56773698
864,8925,Un,20726348,20735272,unknown,Un,56336546,56345470
865,8921,Un,20736273,20745193,unknown,Un,56346471,56355391
866,8921,Un,20746194,20755114,unknown,Un,56356392,56365312
867,8919,Un,20756115,20765033,unknown,Un,56366313,56375231
868,8898,Un,20766034,20774931,unknown,Un,56376232,56385129
870,8878,Un,20775932,20784809,unknown,Un,56397945,56406822
872,8863,Un,20785810,20794672,unknown,Un,56417956,56426818
879,8857,Un,20795673,20804529,unknown,Un,56490216,56499072
875,8818,Un,20805530,20814347,unknown,Un,56451050,56459867
876,8803,Un,20815348,20824150,unknown,Un,56460868,56469670
883,8794,Un,20825151,20833944,unknown,Un,56529504,56538297
877,8779,Un,20834945,20843723,unknown,Un,56470671,56479449
878,8766,Un,20844724,20853489,unknown,Un,56480450,56489215
905,8735,Un,20854490,20863224,unknown,Un,56745580,56754314
881,8728,Un,20864225,20872952,unknown,Un,56510066,56518793
896,8724,Un,20873953,20882676,unknown,Un,56657689,56666412
882,8710,Un,20883677,20892386,unknown,Un,56519794,56528503
910,8673,Un,20893387,20902059,unknown,Un,56795319,56803991
885,8672,Un,20903060,20911731,unknown,Un,56551984,56560655
886,8656,Un,20912732,20921387,unknown,Un,56561656,56570311
887,8640,Un,20922388,20931027,unknown,Un,56571312,56579951
888,8618,Un,20932028,20940645,unknown,Un,56580952,56589569
889,8618,Un,20941646,20950263,unknown,Un,56590570,56599187
890,8611,Un,20951264,20959874,unknown,Un,56600188,56608798
891,8608,Un,20960875,20969482,unknown,Un,56609799,56618406
892,8591,Un,20970483,20979073,unknown,Un,56619407,56627997
893,8583,Un,20980074,20988656,unknown,Un,56628998,56637580
914,8565,Un,20989657,20998221,unknown,Un,56833225,56841789
894,8562,Un,20999222,21007783,unknown,Un,56638581,56647142
895,8546,Un,21008784,21017329,unknown,Un,56648143,56656688
897,8543,Un,21018330,21026872,unknown,Un,56667413,56675955
898,8541,Un,21027873,21036413,unknown,Un,56676956,56685496
1068,8521,Un,21037414,21045934,unknown,Un,58190097,58198617
