chr pos
4 5976571
4 5994322
4 5994335
4 5994352
4 5994360
4 5994534
4 6024372
4 6050970
4 6082693
4 6086120
4 6094455
4 6094868
4 6121881
4 6171854
4 6171856
4 6171857
4 6171875
4 6171896
4 6171919
4 6183771
4 6186197
4 6186250
4 6186256
4 6192041
4 6192126
4 6192159
4 6195832
4 6196208
4 6226936
4 6230632
4 6242221
4 6252509
4 6252511
4 6255252
4 6301769
4 6322952
4 6323351
4 6323382
4 6328194
4 6328236
4 6328326
4 6328332
4 6336188
4 6345460
4 6345502
4 6346335
4 6346339
4 6390614
4 6390997
4 6394113
4 6394116
4 6394138
4 6394365
4 6398519
4 6398863
4 6399052
4 6408809
4 6408927
4 6419651
4 6419683
4 6419733
4 6432562
4 6432893
4 6457269
4 6470402
4 6470538
4 6565249
4 6584700
4 6600578
4 6630495
4 6633722
4 6633882
4 6634049
4 6634192
4 6651827
4 6651830
4 6654965
4 6660219
4 6691081
4 6691396
4 6691967
4 6706309
4 6706313
4 6712121
4 6712122
4 6712279
4 6715785
4 6739191
4 6747842
4 6776058
4 6790012
4 6790016
4 6790035
4 6790055
4 6790147
4 6790203
4 6814190
4 6814206
4 6858147
4 6866942
4 6867003
4 6871921
4 6894077
4 6944675
4 6948133
4 6949957
4 6982221
4 7063442
4 7067172
4 7071323
4 7127056
4 7138669
4 7138937
4 7164206
4 7176854
4 7177505
4 7177506
4 7222283
4 7222299
4 7284656
4 7284690
4 7366379
4 7366381
4 7366383
4 7366391
4 7366789
4 7375622
4 7375652
4 7375660
4 7376979
4 7382124
4 7416107
4 7417495
4 7509709
4 7511123
4 7515202
4 7584052
4 7590114
4 7611982
4 7618477
4 7618624
4 7629847
4 7640216
4 7647905
4 7659419
4 7665833
4 7665834
4 7665845
4 7673655
4 7685488
4 7685573
4 7685575
4 7685580
4 7725399
4 7786070
4 7789616
4 7789757
4 7793093
4 7821935
4 7829161
4 7878059
4 7878440
4 7916942
4 8003515
4 8032073
4 8038541
4 8039283
4 8039635
4 8039873
4 8039874
4 8039897
4 8039898
4 8045979
4 8060442
4 8068357
4 8085978
4 8086029
4 8091595
4 8091623
4 8122738
4 8122764
4 8125789
4 8125973
4 8146771
4 8170326
4 8170420
4 8177994
4 8184898
4 8184972
4 8185070
4 8185179
4 8187431
4 8187432
4 8187457
4 8187465
4 8222600
4 8224932
4 8249198
4 8262851
4 8262890
4 8263166
4 8266220
4 8266308
4 8266336
4 8270907
4 8273466
4 8287587
4 8295114
4 8301218
4 8301219
4 8327400
4 8327481
4 8337545
4 8337597
4 8346409
4 8351083
4 8374758
4 8384611
4 8384668
4 8400207
4 8400208
4 8400379
4 8412437
4 8437407
4 8443652
4 8443671
4 8443777
4 8461461
4 8467557
4 8467692
4 8467711
4 8469300
4 8469358
4 8483682
4 8484091
4 8484105
4 8499759
4 8518148
4 8518405
4 8518418
4 8518423
4 8518427
4 8525249
4 8525484
4 8540849
4 8550922
4 8886332
4 8905493
4 9054295
4 9075678
4 9075884
4 9106863
4 9107148
4 9132550
4 9174462
4 9177922
4 9177929
4 9224258
4 9229189
4 9263327
4 9296908
4 9296944
4 9297205
4 9305860
4 9306157
4 9336381
4 9336539
4 9345116
4 9345158
4 9345333
4 9345339
4 9345469
4 9357175
4 9357214
4 9374086
4 9374218
4 9380685
4 9380708
4 9380742
4 9385508
4 9439632
4 9439647
4 9439658
4 9474040
4 9474069
4 9474176
4 9481076
4 9504683
4 9517413
4 9517812
4 9531859
4 9531872
4 9532011
4 9536453
4 9536564
4 9537099
4 9544613
4 9544620
4 9544631
4 9544663
4 9544682
4 9545634
4 9545676
4 9545786
4 9609847
4 9609951
4 9636026
4 9636034
4 9662055
4 9685888
4 9685892
4 9688263
4 9700671
4 9706936
4 9868327
4 9868590
4 9894265
4 10005109
4 10005110
4 10005551
4 10093098
4 10093122
4 10218485
4 10331781
4 10331782
4 10378229
4 10378259
4 10378300
4 10384766
4 10384824
4 10386059
4 10433106
4 10461349
4 10461675
4 10461691
4 10461695
4 10461733
4 10461740
4 10461810
4 10462012
4 10462039
4 10481937
4 10481950
4 10482239
4 10493042
4 10504180
4 10504498
4 10505104
4 10522212
4 10546786
4 10547216
4 10547227
4 10547314
4 10547530
4 10547605
4 10566183
4 10570746
4 10613573
4 10613692
4 10614079
4 10614136
4 10617992
4 10620532
4 10626493
4 10644008
4 10660295
4 10672292
4 10679371
4 10679488
4 10682216
4 10684422
4 10703899
4 10856940
4 10856957
4 10857256
4 10857269
4 10861780
4 10861821
4 10861832
4 10862015
4 10862022
4 10862049
4 10862052
4 10919301
4 10920698
4 10921007
4 10927968
4 10928175
4 10939294
4 10948309
4 10948311
4 10948624
4 10984880
4 11010409
4 11029546
4 11029562
4 11029891
4 11042905
4 11043034
4 11045691
4 11045866
4 11055078
4 11064192
4 11064226
4 11064233
4 11074777
4 11213495
4 11244295
4 11252898
4 11257917
4 11268773
4 11302057
4 11302138
4 11332551
4 11332566
4 11332579
4 11342362
4 11358755
4 11367582
4 11390535
4 11429967
4 11430361
4 11465965
4 11465979
4 11466055
4 11494138
4 11523826
4 11526153
4 11526186
4 11574443
4 11574468
4 11576068
4 11616066
4 11616091
4 11648430
4 11648492
4 11668512
4 11693784
4 11694181
4 11756169
4 11776940
4 11779867
4 11779930
4 11780169
4 11804434
4 11850637
4 11850921
4 11861230
4 11886155
4 12030450
4 12034043
4 12075686
4 12204097
4 12204195
4 12204201
4 12204206
4 12204207
4 12204208
4 12204534
4 12228330
4 12246777
4 12300358
4 12321140
4 12321173
4 12321187
4 12327132
4 12327177
4 12328002
4 12328012
4 12328035
4 12328210
4 12328496
4 12330144
4 12330623
4 12342998
4 12343026
4 12350224
4 12350528
4 12350594
4 12350595
4 12367261
4 12367263
4 12369415
4 12371602
4 12379771
4 12436029
4 12466192
4 12466304
4 12466335
4 12496996
4 12497551
4 12685280
4 12688832
4 12689424
4 12735823
4 12736086
4 12756776
4 12759504
4 12759608
4 12759618
4 12771605
4 12788349
4 12842833
4 12866156
4 12866205
4 12866221
4 12866223
4 12958818
4 12959058
4 12962697
4 12963161
4 13003977
4 13004050
4 13008271
4 13071557
4 13133721
4 13165803
4 13188786
4 13221236
4 13221331
4 13254571
4 13254574
4 13254620
4 13254623
4 13254633
4 13254637
4 13254657
4 13269613
4 13269701
4 13312153
4 13346998
4 13354078
4 13373966
4 13443875
4 13488005
4 13504472
4 13524751
4 13536934
4 13582291
4 13584420
4 13584432
4 13584448
4 13631464
4 13639881
4 13659892
4 13815136
4 13815717
4 13832358
4 13832370
4 13832378
4 13917583
4 13960150
4 13960257
4 13960268
4 13960296
4 13975181
4 13975651
4 13976249
4 14008335
4 14025964
4 14154441
4 14180505
4 14195663
4 14196175
4 14196178
4 14196196
4 14225291
4 14238877
4 14301399
4 14301600
4 14345944
4 14345945
4 14363739
4 14428343
4 14428349
4 14428376
4 14437660
4 14438050
4 14438080
4 14443635
4 14443773
4 14450919
4 14521766
4 14535159
4 14535162
4 14535168
4 14575405
4 14605302
4 14605380
4 14667379
4 14708012
4 14708019
4 14767079
4 14767091
4 14767129
4 14767134
4 14767141
4 14767153
4 14767156
4 14767439
4 14768566
4 14768582
4 14769230
4 14769541
4 14820500
4 14887024
4 14887631
4 14936396
4 14949452
4 14958133
4 14958782
4 15064842
4 15064872
4 15064961
4 15076714
4 15078656
4 15078666
4 15089049
4 15091118
4 15091131
4 15098172
4 15243461
4 15269234
4 15363216
4 15363381
4 15389245
4 15473519
4 15473535
4 15510011
4 15533252
4 15585559
4 15622739
4 15622789
4 15622958
4 15622976
4 15622981
4 15630627
4 15630730
4 15630750
4 15645688
4 15662614
4 15662919
4 15701998
4 15723666
4 15818950
4 15831804
4 15831829
4 15832129
4 15832361
4 15839722
4 15870589
4 15910745
4 15913078
4 15913349
4 15965196
4 15981645
4 16023797
4 16033246
4 16033956
4 16033998
4 16055098
4 16055239
4 16074273
4 16074276
4 16074279
4 16075478
4 16075529
4 16075576
4 16087009
4 16104805
4 16117593
4 16141331
4 16141547
4 16141554
4 16144056
4 16150052
4 16182620
4 16202553
4 16242177
4 16242183
4 16274556
4 16345529
4 16345735
4 16366228
4 16366249
4 16385346
4 16385361
4 16423791
4 16449381
4 16477689
4 16487974
4 16487981
4 16498680
4 16542359
4 16542363
4 16575667
4 16575671
4 16625041
4 16644630
4 16766934
4 16767243
4 16824554
4 16824581
4 16902186
4 16902191
4 16911609
4 16922936
4 16928712
4 16999005
4 17020077
4 17020341
4 17020342
4 17021069
4 17046450
4 17046470
4 17216529
4 17287733
4 17288032
4 17332573
4 17343264
4 17351924
4 17353385
4 17353438
4 17379771
4 17379913
4 17379955
4 17390929
4 17390944
4 17405689
4 17466386
4 17590905
4 17590994
4 17606821
4 17606851
4 17606986
4 17625486
4 17625543
4 17625963
4 17626130
4 17632535
4 17634451
4 17634457
4 17636175
4 17636591
4 17715796
4 17715897
4 17715942
4 17716075
4 17745011
4 17748232
4 17748386
4 17761480
4 17784670
4 17854567
4 17868286
4 18063787
4 18063813
4 18079547
4 18079591
4 18088846
4 18088876
4 18091056
4 18091063
4 18091167
4 18110439
4 18124334
4 18124438
4 18159482
4 18180239
4 18204122
4 18208254
4 18227439
4 18261413
4 18261556
4 18287946
4 18313009
4 18313154
4 18327054
4 18330132
4 18330210
4 18384333
4 18385599
4 18385700
4 18385701
4 18418045
4 18445276
4 18469001
4 18469035
4 18469038
4 18512550
4 18512580
4 18512821
4 18560602
4 18560625
4 18560650
4 18565487
4 18568593
4 18568627
4 18568695
4 18568821
4 18571303
4 18571419
4 18620993
4 18621012
4 18621019
4 18621033
4 18621060
4 18713529
4 18713979
4 18713980
4 18714021
4 18731258
4 18765781
4 18791285
4 18804335
4 18826078
4 18840505
4 18918434
4 18955367
4 18955401
4 18955414
4 18955557
4 18955864
4 18955865
4 18984313
4 18984573
4 18985978
4 18986026
4 18996374
4 19013688
4 19013706
4 19057749
4 19057759
4 19066404
4 19074163
4 19078600
4 19092447
4 19092481
4 19092539
4 19095508
4 19126955
4 19168909
4 19193482
4 19193731
4 19194780
4 19261619
4 19261639
4 19276402
4 19288700
4 19288707
4 19288773
4 19288984
4 19288994
4 19289000
4 19289001
4 19289014
4 19289015
4 19289022
4 19289039
4 19289040
4 19289050
4 19289061
4 19289142
4 19289598
4 19293135
4 19318775
4 19363259
4 19363530
4 19386948
4 19387022
4 19387028
4 19409783
4 19444152
4 19450968
4 19451294
4 19528066
4 19528178
4 19538598
4 19583352
4 19583381
4 19615882
4 19662427
4 19662817
4 19662838
4 19663019
4 19686010
4 19798948
4 19895719
4 19896981
4 19917874
4 19919748
4 19926526
4 19926904
4 20012826
4 20012931
4 20012961
4 20013251
4 20013254
4 20013313
4 20018570
4 20031162
4 20031314
4 20031346
4 20135077
4 20135078
4 20135079
4 20135085
4 20135090
4 20135122
4 20135130
4 20135228
4 20135234
4 20135238
4 20135251
4 20135254
4 20135267
4 20135269
4 20135283
4 20135284
4 20135286
4 20135289
4 20146425
4 20146431
4 20263748
4 20267479
4 20267598
4 20269497
4 20294715
4 20294716
4 20304007
4 20305776
4 20305823
4 20306070
4 20319016
4 20339168
4 20339227
4 20493727
4 20493754
4 20497957
4 20498031
4 20498351
4 20498352
4 20498386
4 20501018
4 20501030
4 20501034
4 20501036
4 20501061
4 20501070
4 20501073
4 20501074
4 20501076
4 20501085
4 20501097
4 20501117
4 20505475
4 20505483
4 20505513
4 20505528
4 20505535
4 20505539
4 20505545
4 20505555
4 20505568
4 20505573
4 20505574
4 20505588
4 20505622
4 20543897
4 20543918
4 20543934
4 20551175
4 20551194
4 20564358
4 20564435
4 20564440
4 20564441
4 20565306
4 20586261
4 20586301
4 20600797
4 20603306
4 20610337
4 20628466
4 20654338
4 20684328
4 20684350
4 20684354
4 20687170
4 20687199
4 20687202
4 20687234
4 20687240
4 20687241
4 20687248
4 20692959
4 20745506
4 20784287
4 20786673
4 20805658
4 20817413
4 20865210
4 20918073
4 20918246
4 20948039
4 20954116
4 21028347
4 21048596
4 21048630
4 21048644
4 21049030
4 21058855
4 21080045
4 21084782
4 21084786
4 21085219
4 21090484
4 21091358
4 21091630
4 21100883
4 21117916
4 21188942
4 21188955
4 21188988
4 21197631
4 21231567
4 21253262
4 21319276
4 21319355
4 21455199
4 21585561
4 21638742
4 21638775
4 21638901
4 21671639
4 21672360
4 21744149
4 21800225
4 21837104
4 21892040
4 21963315
4 21966021
4 21992537
4 21992904
4 22003815
4 22060129
4 22124875
4 22124909
4 22126084
4 22126179
4 22262771
4 22303122
4 22380281
4 22391593
4 22418571
4 22474157
4 22520321
4 22574998
4 22650872
4 22713396
4 22742274
4 22779114
4 22786388
4 22870720
4 22959543
4 22971089
4 22971090
4 22971092
4 22976265
4 22976527
4 23236349
4 23357792
4 23437105
4 23442298
4 23459064
4 23459326
4 23480164
4 23480197
4 23480527
4 23480533
4 23480568
4 23480571
4 23480583
4 23480594
4 23480601
4 23508723
4 23640342
4 23640343
4 23640391
4 23640393
4 23640435
4 23760686
4 24079485
4 24082525
4 24120276
4 24120288
4 24148656
4 24148673
4 24148929
4 24158972
4 24183861
4 24184186
4 24184189
4 24184194
4 24217124
4 24236315
4 24271268
4 24271272
4 24349927
4 24487951
4 24528268
4 24554873
4 24555830
4 24558776
4 24558817
4 24610154
4 24640090
4 24701825
4 24702048
4 24711390
4 24711699
4 24723232
4 24723248
4 24723300
4 24723355
4 24723357
4 24723370
4 24744679
4 24744702
4 24744866
4 24876850
4 24904064
4 24925625
4 24955739
4 24959645
4 24983508
4 24983706
4 24986928
4 25027262
4 25030122
4 25055926
4 25071995
4 25071997
4 25072034
4 25072074
4 25098600
4 25119491
4 25119495
4 25249474
4 25249543
4 25392580
4 25416515
4 25416536
4 25416673
4 25481551
4 25517794
4 25557526
4 25601458
4 25674551
4 25674724
4 25674949
4 25729676
4 25742026
4 25748675
4 25756008
4 25776788
4 25776846
4 25776901
4 25777102
4 25780538
4 25788839
4 25797397
4 25797412
4 25797439
4 25822669
4 25942903
4 25987562
4 25987904
4 26019198
4 26043397
4 26050150
4 26071974
4 26138818
4 26178654
4 26226597
4 26239063
4 26239101
4 26251072
4 26257460
4 26272308
4 26273984
4 26273988
4 26274326
4 26357332
4 26371876
4 26452558
4 26528877
4 26529129
4 26529135
4 26529150
4 26568963
4 26597180
4 26615001
4 26615350
4 26630613
4 26630622
4 26632690
4 26632703
4 26632724
4 26632737
4 26632825
4 26632982
4 26649601
4 26649644
4 26649645
4 26659067
4 26659116
4 26676401
4 26676438
4 26754250
4 26774802
4 26828900
4 26843067
4 26852205
4 26852211
4 26862726
4 26862730
4 26862921
4 26868823
4 26885180
4 26885364
4 27012401
4 27012759
4 27013090
4 27034092
4 27034130
4 27086423
4 27086427
4 27086708
4 27086751
4 27087483
4 27097167
4 27123579
4 27143669
4 27143675
4 27143691
4 27167872
4 27178977
4 27188923
4 27189086
4 27198439
4 27202986
4 27257134
4 27271171
4 27271218
4 27335231
4 27358972
4 27359163
4 27365383
4 27372275
4 27402911
4 27433584
4 27441363
4 27534272
4 27534693
4 27534699
4 27578600
4 27578601
4 27651112
4 27663368
4 27682876
4 27692294
4 27699868
4 27699887
4 27700331
4 27700337
4 27708056
4 27716823
4 27717108
4 27725242
4 27731686
4 27731729
4 27748551
4 27748554
4 27748951
4 27766856
4 27777668
4 27777960
4 27778038
4 27778068
4 27778070
4 27787201
4 27787203
4 27793084
4 27793085
4 27868818
4 27868840
4 27878346
4 27938865
4 27939097
4 27950848
4 28020391
4 28084741
4 28084769
4 28092496
4 28159543
4 28186544
4 28186553
4 28198647
4 28206218
4 28211974
4 28226974
4 28226979
4 28227001
4 28233452
4 28233453
4 28233470
4 28235714
4 28260422
4 28260475
4 28260477
4 28260617
4 28274766
4 28281773
4 28369074
4 28410819
4 28450755
4 28459458
4 28463935
4 28470269
4 28484727
4 28499831
4 28499834
4 28499882
4 28500072
4 28510640
4 28510650
4 28510825
4 28536118
4 28536165
4 28544704
4 28584885
4 28584897
4 28603222
4 28617794
4 28627149
4 28704198
4 28704403
4 28704405
4 28704415
4 28704428
4 28704499
4 28704586
4 28704592
4 28704643
4 28704885
4 28704995
4 28705269
4 28705304
4 28705574
4 28705582
4 28705797
4 28708527
4 28708681
4 28708693
4 28709465
4 28709823
4 28709857
4 28709859
4 28710084
4 28772760
4 28781888
4 28828938
4 28840991
4 28841262
4 28842387
4 28842419
4 28864936
4 28864998
4 28922981
4 28946319
4 28952143
4 28952157
4 28964544
4 28964553
4 28964602
4 28988313
4 29004600
4 29004685
4 29004700
4 29004734
4 29020226
4 29020243
4 29020271
4 29050347
4 29050348
4 29063111
4 29063260
4 29073594
4 29155992
4 29163818
4 29163864
4 29163869
4 29163873
4 29163886
4 29272638
4 29277035
4 29277207
4 29277246
4 29277279
4 29280366
4 29280367
4 29289286
4 29290874
4 29290878
4 29324466
4 29324523
4 29376566
4 29388273
4 29388317
4 29425574
4 29425856
4 29425857
4 29481862
4 29493252
4 29493271
4 29493888
4 29507854
4 29520042
4 29538904
4 29538969
4 29591659
4 29591667
4 29591918
4 29638795
4 29677015
4 29690086
4 29711757
4 29744459
4 29744653
4 29761742
4 29824820
4 29830980
4 29846445
4 29846461
4 29860371
4 29860372
4 29867336
4 29867351
4 29872891
4 29872911
4 29918947
4 29918948
4 29919319
4 29939100
4 30011585
4 30041126
4 30070892
4 30071034
4 30086401
4 30086403
4 30106075
4 30106347
4 30109274
4 30109280
4 30150073
4 30160847
4 30160944
4 30160979
4 30160994
4 30161389
4 30161390
4 30194808
4 30194977
4 30204049
4 30227606
4 30227611
4 30227612
4 30227618
4 30246546
4 30246885
4 30286052
4 30338889
4 30339187
4 30356099
4 30431309
4 30509089
4 30513083
4 30513107
4 30513137
4 30547125
4 30561048
4 30561053
4 30582273
4 30621556
4 30621805
4 30658731
4 30672327
4 30672478
4 30699612
4 30699613
4 30699738
4 30700280
4 30700537
4 30700538
4 30732349
4 30755249
4 30755433
4 30773222
4 30773754
4 30811324
4 30811354
4 30811483
4 30817267
4 30817269
4 30821104
4 30823710
4 30825727
4 30882757
4 30914733
4 30914750
4 30914947
4 30914992
4 30915103
4 30940784
4 30940799
4 31007222
4 31007232
4 31007249
4 31007269
4 31007371
4 31067187
4 31067257
4 31067264
4 31067276
4 31072487
4 31095512
4 31095517
4 31101673
4 31101691
4 31125635
4 31133197
4 31133426
4 31133632
4 31200100
4 31201601
4 31201698
4 31242300
4 31254993
4 31263084
4 31282791
4 31282802
4 31284073
4 31284075
4 31284076
4 31284079
4 31292834
4 31312494
4 31360857
4 31369889
4 31369941
4 31371039
4 31371127
4 31371132
4 31388041
4 31388058
4 31388269
4 31388629
4 31388800
4 31388805
4 31389119
4 31389142
4 31389182
4 31409896
4 31409905
4 31416716
4 31416723
4 31416857
4 31416869
4 31416904
4 31473371
4 31473385
4 31473597
4 31473599
4 31479999
4 31480551
4 31485901
4 31540785
4 31551036
4 31578961
4 31578982
4 31598008
4 31598010
4 31609908
4 31616980
4 31646212
4 31646217
4 31646241
4 31646579
4 31646632
4 31664363
4 31765789
4 31765817
4 31820665
4 31820678
4 31828255
4 31838825
4 31838986
4 31839044
4 31852334
4 31852657
4 31852696
4 31852726
4 31852824
4 31852855
4 31871584
4 31872136
4 31875253
4 31875631
4 31875634
4 31878830
4 31881032
4 31881296
4 31892319
4 31892578
4 31914467
4 31914912
4 31943063
4 31943066
4 31943914
4 31947770
4 31948575
4 31969560
4 31975990
4 31976193
4 31976240
4 31982927
4 31982932
4 31983260
4 31987139
4 31987153
4 31987247
4 31987296
4 31987298
4 32013980
4 32047203
4 32048031
4 32058762
4 32058772
4 32058773
4 32058780
4 32071623
4 32071625
4 32084788
4 32084997
4 32100893
4 32101194
4 32101205
4 32101228
4 32101251
4 32141098
4 32156663
4 32284288
4 32300410
4 32308474
4 32314223
4 32314544
4 32314551
4 32318390
4 32318405
4 32321878
4 32326084
4 32326337
4 32326375
4 32339185
4 32342497
4 32358209
4 32358220
4 32358223
4 32358225
4 32358230
4 32361587
4 32361588
4 32369412
4 32392525
4 32392534
4 32392568
4 32392598
4 32399398
4 32399412
4 32399445
4 32408769
4 32412513
4 32417478
4 32421374
4 32475163
4 32475489
4 32475528
4 32485825
4 32533931
4 32533946
4 32533973
4 32559676
4 32559866
4 32559876
4 32559884
4 32667745
4 32667825
4 32667943
4 32668297
4 32684014
4 32694059
4 32729587
4 32729671
4 32730112
4 32756799
4 32776330
4 32776348
4 32776459
4 32776461
4 32776573
4 32776590
4 32776641
4 32812798
4 32813146
4 32819903
4 32819904
4 32820309
4 32823543
4 32832052
4 32832088
4 32834655
4 32841046
4 32841124
4 32842080
4 32842106
4 32842876
4 32847173
4 32847180
4 32847259
4 32847274
4 32847323
4 32847554
4 32861432
4 32861563
4 32903448
4 32974800
4 32982615
4 33068215
4 33167897
4 33209879
4 33211403
4 33221022
4 33221031
4 33228062
4 33231643
4 33231679
4 33231708
4 33231730
4 33243012
4 33243049
4 33298289
4 33298402
4 33368178
4 33368207
4 33368222
4 33368278
4 33368346
4 33368375
4 33368520
4 33369796
4 33369802
4 33404993
4 33423351
4 33423385
4 33449112
4 33449140
4 33449160
4 33478841
4 33478848
4 33478855
4 33489182
4 33489215
4 33489275
4 33507233
4 33622980
4 33622995
4 33623211
4 33623225
4 33623901
4 33623909
4 33623935
4 33623942
4 33642075
4 33687824
4 33746940
4 33763050
4 33785291
4 33796633
4 33796758
4 33835855
4 33864589
4 33876129
4 33903041
4 33903223
4 33918458
4 33918467
4 33937823
4 33946092
4 33946301
4 33946666
4 33967594
4 33971425
4 33971512
4 34014948
4 34077201
4 34077227
4 34077229
4 34077251
5 54329
5 54457
5 54577
5 54809
5 55799
5 55858
5 56136
5 59046
5 59351
5 59355
5 87302
5 98253
5 98548
5 171360
5 187479
5 187486
5 187487
5 187580
5 187583
5 187636
5 187637
5 190130
5 190150
5 235546
5 235548
5 236390
5 273103
5 298293
5 304513
5 320154
5 320167
5 320527
5 320584
5 320595
5 329558
5 405282
5 415774
5 432120
5 432135
5 432164
5 432169
5 432185
5 432186
5 432213
5 432214
5 529176
5 529410
5 569759
5 601807
5 601808
5 601831
5 605349
5 605409
5 605955
5 605989
5 630118
5 652810
5 716155
5 718184
5 743610
5 761998
5 762142
5 765953
5 766198
5 766215
5 766275
5 779462
5 781977
5 782436
5 824943
5 825040
5 826063
5 826157
5 826192
5 832532
5 839999
5 850989
5 854862
5 855041
5 870145
5 870247
5 870331
5 870372
5 870386
5 870407
5 870415
5 871537
5 871740
5 892970
5 901648
5 901690
5 918861
5 919333
5 925077
5 925084
5 951122
5 966980
5 967013
5 967023
5 983844
5 988641
5 988977
5 995186
5 1002149
5 1012395
5 1052915
5 1053145
5 1053202
5 1053206
5 1084297
5 1084527
5 1084574
5 1142053
5 1142060
5 1149135
5 1149147
5 1149282
5 1149287
5 1155585
5 1161612
5 1164371
5 1164372
5 1164442
5 1164595
5 1164610
5 1164687
5 1164722
5 1292931
5 1315706
5 1315742
5 1344014
5 1344193
5 1344353
5 1344646
5 1344650
5 1365468
5 1365620
5 1365634
5 1365636
5 1365641
5 1440408
5 1450556
5 1450917
5 1471566
5 1471926
5 1474524
5 1474798
5 1474860
5 1482662
5 1482738
5 1482994
5 1521962
5 1522188
5 1530067
5 1530288
5 1530310
5 1530349
5 1544929
5 1546858
5 1569136
5 1569175
5 1575718
5 1575761
5 1596508
5 1596509
5 1600392
5 1600566
5 1600621
5 1600647
5 1600863
5 1600875
5 1600877
5 1600892
5 1637621
5 1660193
5 1660213
5 1660353
5 1660374
5 1662910
5 1719568
5 1719569
5 1719597
5 1762274
5 1762371
5 1774571
5 1774586
5 1787015
5 1787033
5 1787177
5 1811987
5 1812191
5 1812195
5 1812201
5 1824272
5 1824273
5 1850600
5 1850721
5 1904229
5 1905471
5 1905475
5 1905570
5 1919222
5 1919223
5 1919427
5 1921114
5 1921152
5 1921327
5 1921328
5 1938538
5 1939646
5 1939666
5 1997312
5 1997347
5 2038272
5 2057636
5 2057843
5 2057849
5 2057919
5 2057958
5 2118058
5 2228367
5 2257819
5 2258069
5 2272589
5 2272974
5 2279594
5 2279912
5 2324078
5 2324079
5 2362095
5 2374006
5 2389742
5 2389745
5 2392130
5 2392162
5 2392349
5 2392360
5 2392400
5 2392424
5 2425165
5 2425206
5 2438175
5 2460550
5 2508534
5 2508548
5 2509683
5 2534380
5 2544598
5 2544618
5 2544735
5 2564797
5 2564809
5 2564995
5 2565010
5 2580013
5 2580083
5 2586152
5 2671974
5 2672010
5 2690922
5 2753761
5 2754780
5 2782619
5 2782620
5 2782801
5 2804723
5 2804739
5 2850348
5 2855792
5 2919306
5 3017598
5 3017621
5 3112499
5 3254284
5 3476255
5 3476256
5 3506513
5 3567836
5 3623409
5 3639561
5 3639633
5 3696841
5 3708202
5 3709666
5 3723724
5 3743043
5 3772942
5 3773017
5 3773033
5 3773113
5 3773157
5 3796280
5 3799656
5 3799657
5 3799729
5 3799735
5 3836353
5 3850101
5 3875539
5 3887907
5 3887926
5 3888143
5 3888148
5 3888202
5 3888210
5 3888223
5 3909143
5 3909224
5 3922610
5 3922881
5 3922926
5 3938921
5 3938931
5 3939037
5 3960101
5 3960150
5 3960286
5 3960350
5 3960353
5 4004152
5 4004319
5 4004433
5 4004441
5 4012361
5 4012435
5 4012436
5 4033340
5 4033692
5 4033714
5 4047425
5 4048051
5 4049906
5 4050252
5 4050424
5 4072031
5 4176816
5 4251429
5 4266507
5 4297257
5 4305732
5 4314886
5 4324295
5 4335669
5 4335792
5 4335832
5 4347088
5 4353832
5 4385604
5 4385706
5 4385715
5 4465586
5 4465636
5 4471145
5 4471154
5 4510537
5 4519004
5 4519005
5 4539125
5 4539209
5 4539288
5 4546238
5 4553172
5 4563918
5 4580614
5 4592375
5 4596263
5 4596275
5 4596550
5 4597165
5 4597191
5 4645544
5 4676351
5 4676736
5 4698623
5 4699396
5 4713293
5 4715438
5 4715884
5 4722475
5 4722481
5 4722577
5 4722638
5 4729704
5 4746010
5 4747264
5 4747706
5 4760082
5 4787183
5 4787193
5 4790545
5 4813586
5 4813872
5 4813880
5 4813882
5 4814291
5 4814300
5 4814757
5 4842892
5 4883603
5 4883678
5 4883684
5 4899054
5 4899104
5 5067588
5 5068332
5 5068388
5 5068886
5 5069714
5 5069891
5 5070347
5 5070361
5 5085011
5 5085428
5 5100059
5 5138926
5 5139724
5 5148109
5 5151385
5 5230341
5 5230527
5 5230582
5 5230613
5 5246204
5 5246336
5 5246338
5 5246666
5 5263425
5 5264875
5 5264879
5 5310865
5 5310890
5 5313814
5 5367918
5 5378912
5 5386455
5 5388040
5 5391136
5 5391345
5 5392867
5 5392885
5 5417874
5 5426879
5 5426946
5 5473174
5 5473187
5 5521011
5 5548256
5 5548948
5 5548949
5 5552517
5 5565602
5 5625982
5 5625989
5 5626265
5 5679867
5 5685862
5 5685877
5 5697873
5 5713356
5 5713360
5 5723913
5 5730111
5 5730119
5 5818056
5 5843994
5 5844096
5 5847384
5 5847505
5 5852987
5 5866591
5 5900461
5 5988716
5 5992333
5 6012249
5 6068557
5 6092939
5 6115841
5 6120010
5 6133771
5 6150811
5 6150913
5 6151134
5 6225352
5 6227644
5 6227662
5 6231912
5 6231918
5 6231919
5 6262377
5 6262581
5 6273288
5 6273693
5 6273877
5 6320335
5 6320429
5 6320434
5 6320466
5 6363409
5 6436653
5 6440495
5 6445439
5 6453529
5 6453533
5 6500101
5 6534523
5 6538723
5 6552382
5 6573328
5 6674110
5 6679584
5 6679990
5 6679992
5 6680002
5 6756410
5 6768747
5 6768867
5 6769192
5 6769199
5 6769216
5 6769224
5 6770941
5 6770966
5 6771135
5 6771144
5 6772584
5 6772594
5 6772655
5 6772783
5 6772796
5 6772813
